1,1.145916,0.000000,0.000000,-0.003924,0.491481,0.848565,-0.046000,0.192000,0.226000
2,-0.572958,0.572958,0.000000,-0.015696,0.470880,0.859356,-0.028000,0.192000,0.222000
3,0.000000,-0.572958,0.000000,-0.001962,0.479709,0.854451,-0.036000,0.194000,0.216000
4,-0.572958,0.000000,0.000000,-0.008829,0.474804,0.857394,-0.032000,0.200000,0.220000
5,0.000000,0.000000,0.000000,-0.009810,0.476766,0.856413,-0.037000,0.205000,0.217000
6,0.572958,0.000000,0.000000,-0.010791,0.486576,0.851508,-0.032000,0.202000,0.224000
7,0.000000,0.000000,0.000000,-0.016677,0.477747,0.856413,-0.030000,0.200000,0.220000
8,1.145916,-0.572958,0.000000,-0.003924,0.492462,0.847584,-0.033000,0.197000,0.227000
9,-0.572958,0.000000,0.000000,-0.010791,0.475785,0.857394,-0.031000,0.207000,0.223000
10,0.572958,0.000000,0.000000,-0.015696,0.486576,0.850527,-0.034000,0.198000,0.220000
11,0.000000,0.000000,0.000000,-0.010791,0.484614,0.852489,-0.036000,0.202000,0.224000
12,-0.572958,0.000000,0.000000,-0.005886,0.474804,0.857394,-0.029000,0.199000,0.219000
13,0.000000,0.000000,0.000000,-0.007848,0.482652,0.853470,-0.030000,0.192000,0.226000
14,0.572958,0.000000,0.000000,-0.013734,0.486576,0.851508,-0.043000,0.193000,0.227000
15,0.572958,0.000000,0.000000,-0.013734,0.487557,0.850527,-0.038000,0.196000,0.226000
16,1.145916,0.000000,0.000000,-0.010791,0.491481,0.847584,-0.031000,0.203000,0.229000
17,0.000000,0.000000,0.000000,-0.008829,0.478728,0.855432,-0.039000,0.193000,0.225000
18,0.000000,0.000000,0.000000,-0.005886,0.482652,0.853470,-0.036000,0.210000,0.224000
19,0.000000,0.000000,0.000000,-0.012753,0.487557,0.850527,-0.040000,0.202000,0.216000
20,0.000000,0.572958,0.000000,-0.016677,0.484614,0.851508,-0.038000,0.202000,0.224000
21,0.000000,0.000000,0.000000,-0.013734,0.487557,0.850527,-0.036000,0.202000,0.218000
22,0.000000,-0.572958,0.000000,-0.002943,0.481671,0.853470,-0.033000,0.197000,0.225000
23,0.000000,0.572958,0.000000,-0.020601,0.484614,0.852489,-0.032000,0.202000,0.218000
24,0.000000,0.000000,0.000000,-0.010791,0.482652,0.853470,-0.030000,0.202000,0.230000
25,0.000000,0.000000,0.000000,-0.008829,0.481671,0.853470,-0.033000,0.197000,0.223000
26,0.000000,0.572958,0.000000,-0.018639,0.480690,0.854451,-0.035000,0.209000,0.227000
27,0.000000,-0.572958,0.000000,-0.003924,0.481671,0.853470,-0.034000,0.208000,0.228000
28,-0.572958,0.000000,0.000000,-0.009810,0.473823,0.858375,-0.037000,0.195000,0.213000
29,0.000000,0.000000,0.000000,-0.004905,0.486576,0.851508,-0.033000,0.193000,0.223000
30,0.572958,0.000000,0.000000,-0.010791,0.489519,0.849546,-0.046000,0.194000,0.222000
31,-0.572958,0.000000,0.000000,-0.011772,0.477747,0.856413,-0.033000,0.197000,0.219000
32,0.000000,0.000000,0.000000,-0.009810,0.484614,0.852489,-0.032000,0.194000,0.220000
33,0.000000,-0.572958,0.000000,-0.003924,0.485595,0.851508,-0.030000,0.194000,0.216000
34,0.000000,0.000000,0.000000,-0.007848,0.477747,0.855432,-0.039000,0.197000,0.223000
35,0.000000,0.000000,0.000000,-0.004905,0.480690,0.854451,-0.035000,0.197000,0.229000
36,0.000000,0.000000,0.000000,-0.008829,0.485595,0.851508,-0.039000,0.197000,0.219000
37,-0.572958,0.000000,0.000000,-0.005886,0.476766,0.856413,-0.033000,0.195000,0.217000
